loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
674,1,NotGraduate,Yes,5800000,13900000,6,345,4000000,9300000,20900000,5500000,0
675,0,NotGraduate,No,200000,300000,6,472,400000,100000,700000,0,0
676,4,NotGraduate,Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000,1
677,5,NotGraduate,Yes,4600000,12800000,14,769,13100000,8600000,12100000,3500000,1
678,1,Graduate,No,6500000,23100000,20,741,11400000,8500000,25700000,7900000,1
679,4,NotGraduate,Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000,1
680,0,NotGraduate,Yes,900000,3600000,10,683,1400000,700000,3500000,400000,1
681,0,NotGraduate,Yes,3200000,7400000,18,780,4200000,2600000,9000000,2800000,1
682,3,Graduate,No,600000,1100000,8,538,500000,800000,1400000,300000,0
683,1,NotGraduate,No,5200000,12600000,10,721,1100000,8700000,13900000,3600000,1
684,3,NotGraduate,Yes,6400000,15200000,14,467,15500000,9100000,18400000,3200000,0
685,2,NotGraduate,No,1000000,2500000,6,551,1700000,200000,3700000,900000,1
686,2,NotGraduate,No,6800000,14800000,14,803,11300000,3300000,19600000,6600000,1
687,0,Graduate,No,3000000,8400000,10,361,7700000,200000,7300000,1800000,0
688,1,NotGraduate,Yes,8700000,30700000,6,708,20600000,4500000,27600000,9300000,1
689,4,Graduate,Yes,8800000,20900000,18,766,13500000,15400000,34500000,13100000,1
690,1,NotGraduate,Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000,0
691,5,Graduate,No,1700000,4300000,2,517,100000,200000,6200000,1600000,0
692,3,NotGraduate,Yes,900000,2300000,6,747,1200000,200000,2900000,600000,1
693,1,NotGraduate,No,7200000,24700000,6,596,8800000,1400000,21700000,5800000,1
694,0,Graduate,No,9200000,25400000,2,783,25400000,2000000,19600000,12400000,1
695,3,NotGraduate,No,5700000,19400000,2,335,7400000,10600000,20600000,7100000,1
696,5,NotGraduate,Yes,1100000,2700000,4,889,1900000,1000000,2200000,500000,1
697,2,NotGraduate,Yes,1100000,2200000,4,874,1900000,1300000,2100000,900000,1
698,0,Graduate,Yes,6000000,23900000,4,394,6700000,5800000,21900000,4500000,1
699,2,Graduate,Yes,8100000,28500000,20,420,1500000,1400000,31800000,10000000,0
700,2,NotGraduate,Yes,6500000,25100000,20,848,11500000,8600000,17400000,4400000,1
701,0,Graduate,Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000,1
702,1,Graduate,No,2200000,4900000,8,509,3800000,0,5400000,2900000,0
703,4,Graduate,Yes,6300000,23900000,6,899,-100000,11400000,20600000,6700000,1
704,4,NotGraduate,Yes,6700000,15800000,12,466,7500000,4600000,19900000,6600000,0
705,5,Graduate,Yes,1300000,4300000,2,595,1300000,500000,2900000,1500000,1
706,1,NotGraduate,No,2800000,6700000,12,322,1900000,2000000,8600000,2100000,0
707,3,Graduate,No,7000000,18900000,2,691,6300000,7400000,15200000,3900000,1
708,3,NotGraduate,Yes,8800000,26700000,10,379,10100000,15500000,27000000,9700000,0
709,0,Graduate,No,8900000,25800000,18,531,12400000,3400000,22900000,5400000,0
710,5,NotGraduate,No,7000000,21800000,4,631,8100000,7100000,14600000,10000000,1
711,0,Graduate,Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000,0
712,5,Graduate,No,9200000,29200000,16,383,17700000,13300000,30400000,5700000,0
713,0,Graduate,Yes,6100000,19700000,16,678,13700000,2300000,19300000,5500000,1
714,1,Graduate,Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000,1
715,4,NotGraduate,No,9900000,22700000,12,567,28300000,9900000,29700000,5400000,1
716,5,NotGraduate,No,3900000,14000000,4,708,700000,1800000,15600000,5200000,1
717,3,Graduate,No,6800000,21200000,2,433,10700000,1900000,23200000,6300000,1
718,4,NotGraduate,No,3600000,8700000,14,302,6400000,3700000,7800000,4100000,0
719,4,Graduate,No,700000,2600000,14,736,2100000,600000,1900000,400000,1
720,2,NotGraduate,Yes,4000000,8500000,6,323,11200000,1000000,14300000,4100000,0
721,4,Graduate,No,1800000,4100000,12,670,1900000,2900000,4700000,2200000,1
722,3,NotGraduate,No,5600000,21000000,12,609,8800000,11000000,15800000,4900000,1
723,4,NotGraduate,No,6800000,24200000,18,349,18800000,0,15800000,9400000,0
724,5,NotGraduate,Yes,600000,1500000,2,319,100000,1100000,2100000,600000,0
725,1,NotGraduate,No,4200000,16200000,14,391,5800000,2100000,14100000,2600000,0
726,4,NotGraduate,No,5000000,18700000,10,755,3600000,600000,13000000,2600000,1
727,1,NotGraduate,No,4100000,12200000,6,354,7300000,5600000,16300000,3500000,0
728,3,NotGraduate,Yes,2200000,8800000,2,877,5000000,1300000,6400000,3100000,1
729,1,NotGraduate,No,3400000,8600000,16,312,6400000,6100000,8400000,3000000,0
730,0,Graduate,No,7100000,15900000,14,746,9500000,3900000,23500000,8000000,1
731,3,Graduate,No,5800000,19600000,16,313,11100000,8100000,22700000,6300000,0
732,2,Graduate,No,3400000,12900000,14,857,3400000,2500000,8700000,1900000,1
733,2,NotGraduate,No,7700000,18300000,20,504,14600000,500000,18300000,4600000,0
734,0,Graduate,No,500000,1200000,14,556,900000,0,1800000,500000,1
735,2,Graduate,Yes,5300000,11000000,14,393,6800000,2400000,20500000,5200000,0
736,0,Graduate,No,4700000,14400000,14,881,11000000,6100000,17600000,2400000,1
737,2,Graduate,Yes,4300000,12200000,14,719,5100000,2600000,14000000,5700000,1
738,2,Graduate,Yes,900000,2500000,16,458,-100000,100000,3200000,1100000,0
739,4,Graduate,No,2000000,7500000,14,857,4300000,1500000,4200000,2100000,1
740,2,Graduate,Yes,2000000,7600000,16,429,5300000,3100000,5800000,2200000,0
741,3,NotGraduate,No,4100000,15900000,12,538,3900000,800000,8800000,5700000,0
742,1,NotGraduate,No,6900000,14400000,10,828,4600000,13000000,26700000,9000000,1
743,5,Graduate,Yes,2300000,6100000,6,339,5100000,2500000,8300000,2400000,0
744,5,Graduate,Yes,5800000,16600000,18,376,2500000,7500000,21100000,2800000,0
745,5,NotGraduate,No,8000000,30000000,14,549,14800000,200000,17300000,7000000,0
746,3,NotGraduate,Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000,1
747,0,NotGraduate,No,2600000,8400000,18,861,0,3500000,6200000,3800000,1
748,0,NotGraduate,No,3000000,7000000,12,409,6400000,4900000,8000000,3500000,0
749,4,Graduate,No,2700000,10200000,4,528,7800000,2200000,10000000,1600000,1
750,4,NotGraduate,No,5700000,19600000,8,691,8800000,2200000,12100000,3000000,1
751,2,Graduate,No,1500000,3600000,4,584,3900000,1300000,4800000,1700000,1
752,5,NotGraduate,No,6800000,20000000,4,459,14500000,3000000,25000000,4900000,0
753,1,Graduate,Yes,8100000,31700000,10,755,0,12700000,30100000,4700000,1
754,3,NotGraduate,Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000,1
755,1,NotGraduate,Yes,7600000,26000000,6,384,2600000,1200000,20000000,7900000,0
756,4,Graduate,No,600000,1600000,20,869,1400000,1000000,1700000,200000,1
757,1,NotGraduate,Yes,4700000,18700000,20,445,2100000,0,11100000,4000000,0
758,0,Graduate,No,1400000,5500000,6,393,500000,1500000,5400000,1800000,0
759,3,Graduate,Yes,9400000,24600000,10,414,8800000,13400000,23800000,5600000,0
760,2,Graduate,No,9700000,19900000,16,395,2800000,13700000,37000000,10800000,0
761,3,NotGraduate,Yes,8900000,21000000,14,815,200000,10800000,21600000,6400000,1
762,5,Graduate,No,4600000,10500000,8,758,3900000,4300000,15800000,2900000,1
763,5,NotGraduate,Yes,5600000,14500000,10,457,6900000,7800000,20600000,4600000,0
764,0,Graduate,Yes,1000000,3200000,10,854,2600000,800000,2900000,1200000,1
765,3,Graduate,No,3500000,10300000,16,324,2400000,900000,12600000,2400000,0
766,0,NotGraduate,No,7900000,31500000,14,849,19400000,10300000,26600000,10600000,1
767,3,Graduate,Yes,6100000,24200000,12,672,300000,11100000,23500000,5000000,1
768,3,NotGraduate,Yes,8900000,20900000,6,859,9600000,16500000,29300000,11100000,1
769,4,Graduate,No,5300000,15400000,8,584,5100000,1700000,14000000,5000000,1
770,5,NotGraduate,No,1300000,4800000,4,346,3200000,1600000,3400000,1600000,1
771,3,Graduate,No,4000000,12800000,18,635,6000000,7000000,12900000,4200000,1
772,2,NotGraduate,No,8700000,22700000,4,365,8200000,14800000,30200000,7200000,0
773,1,NotGraduate,No,9500000,20000000,16,856,24900000,0,35700000,6200000,1
774,5,Graduate,Yes,9000000,20000000,2,440,17100000,1000000,28500000,7600000,0
775,0,Graduate,Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000,1
776,3,Graduate,Yes,7400000,25700000,2,461,5700000,2900000,15100000,5100000,1
777,5,NotGraduate,No,3100000,10800000,10,681,5100000,1700000,7400000,1500000,1
778,2,Graduate,No,4300000,9400000,2,485,11000000,8100000,11000000,2200000,0
779,1,Graduate,Yes,2400000,8300000,6,684,5500000,3500000,5300000,2300000,1
780,1,Graduate,No,5400000,17900000,14,727,13100000,0,12300000,4700000,1
781,2,NotGraduate,No,1600000,5100000,6,784,1400000,2400000,4500000,1400000,1
782,3,NotGraduate,Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000,1
783,3,NotGraduate,No,5800000,20100000,18,791,1400000,10800000,16300000,5600000,1
784,4,NotGraduate,No,2200000,8500000,16,866,4000000,1900000,6800000,2800000,1
785,0,Graduate,No,5000000,14400000,2,761,-100000,7300000,12600000,4500000,1
786,2,NotGraduate,Yes,600000,2100000,18,572,400000,500000,1400000,300000,1
787,4,Graduate,No,2200000,8600000,6,601,2700000,2900000,6700000,3300000,1
788,1,Graduate,Yes,2600000,5500000,14,820,2700000,2400000,9300000,2000000,1
789,4,NotGraduate,No,1200000,4300000,8,598,1600000,1800000,3200000,1300000,1
790,2,Graduate,No,3100000,8700000,18,544,5300000,1100000,12200000,1500000,0
791,5,NotGraduate,Yes,4600000,14500000,14,561,2300000,6200000,10200000,5800000,1
792,4,Graduate,Yes,9300000,35500000,6,547,2800000,17800000,27000000,13900000,0
793,4,Graduate,No,6300000,13400000,2,504,10500000,10900000,14500000,9400000,0
794,2,NotGraduate,No,5900000,20800000,14,530,7100000,5800000,13100000,8800000,0
795,2,Graduate,Yes,2900000,10600000,6,614,1000000,300000,7600000,3600000,1
796,4,NotGraduate,No,6100000,22400000,18,351,11800000,5000000,24400000,4800000,0
797,4,Graduate,Yes,5900000,19700000,10,431,3300000,9200000,22700000,5300000,0
798,1,NotGraduate,Yes,4600000,18400000,10,403,200000,8800000,17300000,2900000,0
799,2,NotGraduate,No,7000000,20200000,8,668,16600000,5000000,26100000,9100000,1
800,3,NotGraduate,Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000,0
801,1,Graduate,No,3100000,10600000,14,665,6200000,800000,9500000,3900000,1
802,2,Graduate,No,4100000,12800000,16,344,10300000,7000000,15800000,4100000,0
803,0,Graduate,No,1800000,5400000,16,555,3900000,2900000,5100000,1700000,1
804,4,NotGraduate,Yes,8200000,26900000,20,301,23800000,13600000,31000000,9900000,0
805,2,NotGraduate,Yes,800000,2100000,6,726,2000000,0,2600000,600000,1
806,2,Graduate,No,8400000,23100000,6,689,5700000,2500000,18900000,11900000,1
807,0,NotGraduate,No,8500000,33900000,4,665,8500000,12800000,17900000,4500000,1
808,3,NotGraduate,Yes,3300000,12700000,16,608,3600000,6200000,12600000,4500000,1
809,3,NotGraduate,No,5800000,12800000,20,335,4400000,3000000,15300000,8000000,0
810,3,NotGraduate,No,4400000,10500000,18,677,100000,2000000,12100000,5000000,1
811,1,NotGraduate,No,2600000,8500000,2,491,1700000,1800000,5300000,2600000,1
812,2,NotGraduate,Yes,9600000,28100000,20,763,23000000,11800000,27500000,10300000,1
813,5,NotGraduate,Yes,5200000,18100000,8,809,2400000,6900000,14000000,5500000,1
814,5,NotGraduate,Yes,9700000,36400000,16,544,3500000,15000000,31300000,5200000,0
815,1,Graduate,Yes,200000,800000,14,624,600000,0,600000,0,1
816,3,Graduate,No,6500000,16800000,10,388,9500000,800000,14900000,7200000,0
817,4,Graduate,Yes,7200000,23100000,14,644,13300000,3500000,18300000,4200000,1
818,0,NotGraduate,No,5200000,18400000,14,600,7300000,9700000,16500000,3600000,1
819,2,NotGraduate,No,6500000,14100000,2,709,1000000,12700000,20900000,4000000,1
820,5,Graduate,Yes,2300000,5600000,8,642,2600000,1900000,8600000,2500000,1
821,0,NotGraduate,Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000,1
822,0,NotGraduate,Yes,2000000,5900000,12,900,3800000,2400000,7100000,3000000,1
823,2,Graduate,Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000,0
824,4,Graduate,Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000,1
825,0,NotGraduate,No,5700000,15600000,16,742,700000,5800000,11400000,6800000,1
826,4,NotGraduate,No,7300000,19800000,8,724,5500000,6000000,29000000,10300000,1
827,1,Graduate,No,1600000,5400000,12,707,600000,1700000,6200000,800000,1
828,5,NotGraduate,Yes,800000,2500000,4,780,500000,900000,1700000,400000,1
829,4,NotGraduate,No,6300000,21900000,10,538,9600000,5400000,19300000,7800000,0
830,2,Graduate,No,8800000,17700000,14,706,22900000,4300000,30300000,9200000,1
831,0,Graduate,No,7300000,14500000,16,811,1000000,12400000,16100000,9600000,1
832,2,Graduate,Yes,3800000,9100000,14,849,6300000,2400000,9500000,2500000,1
833,3,Graduate,No,6200000,16700000,10,880,15800000,8200000,20100000,9100000,1
834,5,NotGraduate,Yes,3500000,9500000,4,664,9500000,500000,7800000,5200000,1
835,5,Graduate,Yes,1400000,5000000,2,465,0,2600000,5300000,1500000,1
836,3,NotGraduate,Yes,3500000,12000000,2,786,600000,6400000,10700000,1700000,1
837,1,Graduate,Yes,600000,2000000,10,326,400000,1000000,2400000,700000,0
838,0,NotGraduate,No,4100000,10800000,16,399,5900000,7600000,12700000,5300000,0
839,2,NotGraduate,Yes,5400000,11500000,6,841,6800000,100000,11100000,6600000,1
840,2,NotGraduate,Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000,1
841,4,Graduate,Yes,3500000,8900000,4,478,4000000,3900000,11300000,3800000,0
842,0,Graduate,Yes,8300000,30000000,4,600,14600000,12500000,24800000,12000000,1
843,0,Graduate,Yes,6700000,15600000,16,768,300000,1800000,26000000,3800000,1
844,0,NotGraduate,No,1900000,6500000,10,523,2400000,1100000,6200000,1100000,0
845,2,Graduate,Yes,6500000,20900000,14,327,8200000,100000,22800000,4700000,0
846,1,Graduate,Yes,600000,1800000,8,799,1000000,700000,2200000,800000,1
847,5,Graduate,No,7000000,23000000,18,803,18700000,6300000,27800000,4100000,1
848,2,Graduate,No,7700000,15400000,18,524,12900000,5100000,21000000,6600000,0
849,1,Graduate,No,2600000,6600000,6,506,2300000,1900000,9600000,2100000,0
850,1,Graduate,No,9200000,18800000,2,351,22400000,2200000,31500000,13000000,0
851,2,Graduate,Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000,1
852,1,NotGraduate,No,4900000,18500000,4,612,6100000,5900000,16400000,2900000,1
853,1,Graduate,No,5700000,12400000,14,396,5400000,7500000,17600000,5600000,0
854,3,NotGraduate,No,300000,800000,2,458,500000,0,1100000,200000,0
855,3,Graduate,Yes,1700000,3400000,6,488,100000,500000,4500000,1600000,0
856,4,Graduate,No,7000000,18900000,6,475,1300000,6100000,14700000,5200000,0
857,1,NotGraduate,No,2200000,7000000,18,417,2000000,3900000,6500000,1900000,0
858,2,NotGraduate,No,6800000,18700000,8,781,17600000,900000,23700000,5400000,1
859,1,NotGraduate,Yes,2400000,6200000,12,337,3400000,2100000,9400000,2300000,0
860,0,NotGraduate,Yes,600000,1800000,12,511,300000,200000,2200000,400000,0
861,4,Graduate,No,6200000,17300000,6,837,12600000,3700000,24700000,4600000,1
862,1,NotGraduate,No,7600000,24600000,12,810,1300000,10500000,30300000,5200000,1
863,2,NotGraduate,No,4800000,10600000,8,588,3700000,5200000,15000000,4500000,1
864,5,Graduate,No,4200000,9200000,12,870,3200000,2400000,12300000,5700000,1
865,0,NotGraduate,Yes,7200000,20700000,10,733,15600000,12000000,19200000,9900000,1
866,5,NotGraduate,Yes,6400000,20300000,16,348,10000000,10900000,20400000,6900000,0
867,0,NotGraduate,Yes,8900000,23000000,12,741,5600000,11200000,27100000,7100000,1
868,3,NotGraduate,No,5100000,14500000,12,306,700000,8800000,11600000,2900000,0
869,2,Graduate,Yes,6300000,19500000,18,428,15900000,7200000,19900000,6500000,0
870,3,Graduate,No,6600000,22100000,4,455,3800000,3000000,25100000,7400000,1
871,1,NotGraduate,Yes,4800000,14700000,2,356,7100000,8800000,13400000,5500000,1
872,0,Graduate,No,200000,400000,4,594,500000,0,400000,100000,1
873,0,NotGraduate,Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000,1
874,4,Graduate,No,9000000,34700000,4,771,4800000,9500000,34100000,7700000,1
875,2,Graduate,No,5400000,12500000,4,622,14400000,2900000,11800000,5400000,1
876,1,NotGraduate,Yes,1700000,4500000,20,480,200000,600000,5400000,1900000,0
877,4,Graduate,No,4300000,11500000,20,337,11100000,6000000,17000000,5200000,0
878,1,Graduate,No,5200000,11200000,6,698,14100000,7600000,18800000,2700000,1
879,4,NotGraduate,No,4400000,17000000,18,302,1000000,2100000,14000000,5700000,0
880,1,NotGraduate,Yes,3900000,7800000,14,349,11200000,500000,11800000,3600000,0
881,0,Graduate,No,1100000,3300000,10,482,2800000,300000,2900000,1600000,0
882,2,Graduate,No,2500000,8200000,10,429,1500000,4100000,5900000,2200000,0
883,4,Graduate,No,500000,1300000,8,471,500000,300000,1500000,700000,0
884,0,Graduate,Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000,1
885,1,NotGraduate,Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000,1
886,2,Graduate,No,5200000,13500000,2,777,7000000,5200000,15500000,6100000,1
887,5,NotGraduate,Yes,4400000,8900000,4,761,8100000,1000000,14200000,3000000,1
888,1,Graduate,No,1900000,4200000,12,821,5200000,1500000,5000000,2700000,1
889,4,NotGraduate,Yes,9200000,26500000,6,662,1000000,400000,26900000,5300000,1
890,2,NotGraduate,Yes,4800000,16500000,10,350,2000000,6500000,11400000,2900000,0
891,4,NotGraduate,No,4900000,10700000,20,321,1200000,400000,11100000,6500000,0
892,3,Graduate,Yes,4800000,10100000,4,368,9100000,5100000,16500000,3500000,0
893,4,Graduate,No,9300000,24900000,14,455,27600000,4700000,35100000,13900000,0
894,5,NotGraduate,Yes,7500000,24600000,8,744,1600000,3600000,16700000,9300000,1
895,1,Graduate,No,5900000,16800000,4,806,11200000,9700000,22800000,7100000,1
896,0,Graduate,No,9400000,27900000,6,456,21400000,18500000,35600000,7800000,0
897,5,Graduate,No,5300000,13400000,8,719,1600000,200000,11400000,5300000,1
898,4,Graduate,No,3700000,9000000,18,668,7800000,1600000,13400000,3100000,1
899,0,Graduate,Yes,2500000,5800000,18,494,5100000,4400000,8500000,2300000,0
900,4,NotGraduate,No,2800000,10800000,2,841,700000,2600000,7100000,4100000,1
901,0,Graduate,Yes,5400000,21400000,8,721,8200000,6400000,16700000,7400000,1
902,5,Graduate,No,3100000,9400000,10,414,200000,5300000,8000000,2800000,0
903,5,NotGraduate,No,4800000,15500000,10,812,9500000,1500000,17800000,3500000,1
904,1,NotGraduate,No,8800000,17500000,20,832,1800000,3600000,24000000,7400000,1
905,2,Graduate,No,4100000,14900000,12,571,-100000,5200000,13000000,3400000,1
906,5,NotGraduate,No,9700000,37000000,14,459,28700000,17900000,22800000,5600000,0
907,2,Graduate,Yes,6400000,24100000,6,592,2500000,6300000,20200000,6000000,1
908,5,Graduate,No,3400000,13100000,20,527,900000,4500000,8600000,4000000,0
909,4,NotGraduate,No,3500000,10200000,12,333,7600000,6400000,8100000,3400000,0
910,3,NotGraduate,No,3200000,10000000,18,532,3300000,100000,9800000,2100000,0
911,2,Graduate,Yes,4900000,13100000,18,754,8200000,3300000,16500000,7200000,1
912,0,Graduate,Yes,1300000,4800000,4,835,500000,100000,3300000,800000,0
913,4,Graduate,No,2500000,5400000,10,592,3400000,1500000,9900000,2900000,1
914,0,Graduate,No,7500000,27300000,20,553,11600000,2800000,26200000,6100000,1
915,2,Graduate,No,700000,2000000,8,806,1900000,1100000,2200000,400000,1
916,4,Graduate,Yes,8200000,28500000,2,378,6800000,11200000,26400000,11500000,1
917,1,NotGraduate,No,6900000,26200000,4,534,14500000,11900000,14900000,9400000,1
918,1,NotGraduate,Yes,1500000,5900000,16,400,4200000,2400000,4800000,1500000,0
919,3,Graduate,No,6300000,18300000,18,543,1800000,9400000,17700000,3500000,0
920,0,NotGraduate,Yes,8800000,25600000,10,715,25300000,2500000,34900000,8600000,1
921,4,Graduate,Yes,8900000,20700000,6,684,1100000,9200000,20400000,6700000,1
922,3,NotGraduate,Yes,2100000,6100000,8,346,5500000,600000,4500000,2900000,0
923,1,Graduate,Yes,9200000,29200000,6,669,9900000,12900000,23400000,11700000,1
924,2,NotGraduate,No,3600000,8000000,12,566,10500000,3000000,8900000,2700000,1
925,0,NotGraduate,Yes,8600000,23600000,2,361,25800000,5300000,24700000,7500000,0
926,5,Graduate,No,3000000,8000000,6,333,3200000,400000,8200000,2200000,0
927,3,NotGraduate,Yes,5200000,16300000,8,335,9500000,7000000,13600000,7300000,0
928,3,Graduate,Yes,7200000,20400000,10,558,0,13200000,27200000,10600000,1
929,1,NotGraduate,Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000,0
930,1,NotGraduate,No,2400000,5200000,2,371,6100000,3100000,8500000,1400000,0
931,2,NotGraduate,Yes,5500000,18400000,10,515,6800000,4400000,18500000,4100000,0
932,0,NotGraduate,Yes,9000000,24300000,10,599,12900000,3400000,26900000,6400000,1
933,0,NotGraduate,Yes,7900000,24000000,20,728,18600000,15600000,21800000,7400000,1
934,2,NotGraduate,Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000,1
935,3,Graduate,Yes,7900000,29200000,4,399,23200000,5500000,30200000,6900000,1
936,3,NotGraduate,No,1200000,4500000,6,819,1400000,1100000,4400000,900000,1
937,1,Graduate,No,4700000,11700000,6,308,11800000,1100000,15100000,3700000,0
938,5,Graduate,Yes,5900000,15600000,2,730,12600000,4700000,15900000,5900000,1
939,4,NotGraduate,Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000,0
940,3,NotGraduate,Yes,4700000,12800000,16,740,2200000,8600000,11700000,6100000,1
941,5,Graduate,Yes,7600000,20000000,10,522,21500000,1400000,20400000,4300000,0
942,4,Graduate,No,7200000,16900000,4,702,15900000,7100000,22000000,9600000,1
943,4,NotGraduate,Yes,1400000,4300000,16,447,3600000,1200000,5300000,1000000,0
944,5,Graduate,No,1400000,2900000,4,829,800000,600000,5400000,1600000,1
945,2,Graduate,No,7900000,18500000,18,727,20200000,12400000,19600000,7100000,1
946,5,NotGraduate,Yes,7600000,18700000,14,509,8500000,8500000,22200000,3700000,0
947,3,Graduate,Yes,9600000,34200000,2,745,2500000,2000000,33000000,6700000,1
948,1,NotGraduate,No,2300000,6600000,18,513,4600000,900000,9000000,1600000,0
949,2,NotGraduate,No,8100000,18500000,6,372,19100000,10200000,31000000,7900000,0
950,2,Graduate,Yes,300000,700000,4,411,600000,0,1200000,100000,0
951,4,Graduate,No,4700000,10800000,20,495,11300000,6800000,17000000,4500000,0
952,5,NotGraduate,No,1100000,2500000,4,827,2400000,1000000,4100000,600000,1
953,4,NotGraduate,No,8600000,25100000,6,820,14400000,5000000,26000000,8300000,1
954,5,Graduate,Yes,8700000,28100000,10,660,25500000,800000,25900000,10100000,1
955,0,NotGraduate,No,2200000,8600000,4,563,900000,1000000,4400000,2800000,1
956,1,NotGraduate,Yes,500000,1400000,10,883,900000,0,1700000,300000,1
957,0,NotGraduate,Yes,9100000,22000000,12,387,25300000,15600000,31700000,7000000,0
958,1,Graduate,No,2200000,8700000,12,613,500000,1800000,5700000,2400000,1
959,0,NotGraduate,Yes,2200000,8000000,14,335,2800000,3700000,6900000,2900000,0
960,1,Graduate,Yes,9600000,34500000,2,795,9500000,900000,32000000,9300000,1
961,1,Graduate,Yes,6500000,13900000,8,369,9600000,300000,17200000,8300000,0
962,4,Graduate,Yes,2400000,7400000,18,888,2700000,1600000,7600000,3200000,1
963,4,NotGraduate,No,5500000,12300000,6,742,12900000,2700000,19800000,4300000,1
964,0,Graduate,No,5000000,14400000,4,874,3000000,9300000,14100000,3900000,1
965,1,Graduate,No,2700000,8100000,16,691,2000000,3600000,8100000,2100000,1
966,3,NotGraduate,Yes,8500000,30300000,12,762,12700000,3700000,20000000,4200000,1
967,1,Graduate,No,4400000,10700000,18,324,2200000,3300000,12700000,5400000,0
968,4,NotGraduate,No,500000,1800000,20,777,900000,300000,1300000,200000,1
969,0,Graduate,No,8300000,21400000,2,662,6100000,12300000,24500000,10200000,1
970,2,NotGraduate,Yes,6000000,13000000,12,462,2100000,2500000,14600000,5600000,0
971,3,NotGraduate,Yes,4000000,10400000,14,609,2100000,6900000,11700000,4600000,1
972,5,Graduate,Yes,4400000,11700000,20,590,900000,2700000,15500000,2300000,1
973,3,Graduate,Yes,4400000,15800000,18,779,7200000,5400000,14900000,3600000,1
974,2,Graduate,Yes,1900000,5000000,14,641,1000000,900000,5500000,2400000,1
975,0,Graduate,Yes,5000000,18400000,12,752,14600000,4000000,10500000,6500000,1
976,0,Graduate,No,8000000,23700000,10,305,22200000,11600000,17200000,12000000,0
977,4,NotGraduate,No,8200000,20700000,10,546,10800000,7000000,25000000,10600000,0
978,2,Graduate,No,7000000,24200000,8,833,13700000,4100000,26100000,9100000,1
979,2,NotGraduate,No,2400000,8800000,18,421,3200000,1500000,6700000,1400000,0
980,5,Graduate,No,6600000,18800000,4,639,3200000,1100000,25100000,4300000,1
981,3,Graduate,No,3200000,6900000,20,735,1500000,3700000,9200000,3100000,1
982,0,NotGraduate,Yes,2600000,5400000,2,377,100000,4900000,6100000,2700000,0
983,3,NotGraduate,No,6900000,15600000,20,310,4500000,3600000,20400000,4800000,0
984,4,Graduate,No,4800000,14000000,2,695,11300000,1700000,15400000,4600000,1
985,1,NotGraduate,Yes,300000,1200000,4,355,700000,300000,800000,200000,1
986,1,NotGraduate,Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000,0
987,5,NotGraduate,No,700000,2400000,20,330,1300000,700000,2500000,500000,0
988,5,Graduate,No,9400000,25800000,14,625,28200000,15400000,30800000,11100000,1
989,3,NotGraduate,Yes,800000,2900000,10,644,600000,500000,2900000,400000,1
990,5,NotGraduate,No,4400000,14900000,4,865,8200000,6200000,14900000,3500000,1
991,1,Graduate,Yes,4700000,14800000,6,661,8500000,6000000,13600000,6400000,1
992,2,NotGraduate,No,2300000,5000000,8,884,1400000,1700000,6100000,1500000,1
993,5,Graduate,Yes,8500000,26700000,10,803,500000,16600000,24400000,9600000,1
994,2,Graduate,No,7600000,28300000,12,800,19700000,14800000,15600000,7800000,1
995,2,Graduate,No,3200000,12600000,18,796,6200000,3500000,9600000,2000000,1
996,4,NotGraduate,No,2400000,5000000,4,716,1500000,2800000,6900000,1400000,1
997,0,Graduate,Yes,500000,1100000,18,479,1500000,500000,1800000,600000,0
998,3,NotGraduate,Yes,8500000,28300000,2,810,25200000,4300000,18500000,10700000,1
999,0,Graduate,Yes,8900000,20900000,18,568,18800000,700000,32700000,5300000,1
1000,0,Graduate,No,2800000,5600000,8,842,0,1300000,6100000,1900000,1
1001,3,NotGraduate,Yes,2900000,7000000,4,806,5700000,5600000,5900000,3000000,1
